Sp_Class  ,  u_mag  ,  g_mag  ,  r_mag  ,  i_mag  ,  z_mag ,RA,Dec
DA           ,17.918,18.342,18.856,19.248,19.651,49.742843,0.390465
DA           ,17.918,18.342,18.856,19.248,19.651,49.742843,0.390465
DA+M         ,20.293,20.243,20.673,20.284,20.818,49.79143,0.366342
DA_auto      ,20.548,20.084,20.06,20.146,20.193,49.808237,0.671232
DA           ,19.2,19.271,19.678,19.979,20.523,49.81916,-0.212492
DA           ,19.2,19.271,19.678,19.979,20.523,49.81916,-0.212492
DB_balmerE   ,19.664,19.755,20.072,20.231,20.401,49.823946,-6.673919
DA           ,20.775,20.466,20.656,20.797,20.556,49.851338,-8.114103
DA           ,20.08,19.592,19.786,20.001,20.331,49.85772,-7.120871
DA_auto      ,19.933,19.492,19.406,19.416,19.535,49.913525,-0.473996
DA+M         ,20.046,19.777,20.026,20.029,19.722,49.990758,-0.967584
DA+M         ,20.046,19.777,20.026,20.029,19.722,49.990758,-0.967584
DA           ,20.044,19.474,19.576,19.683,19.941,50.107677,-6.09968
DA:          ,20.062,20.036,20.394,20.691,20.607,50.113994,-5.881534
DA+M         ,19.758,19.266,19.15,18.508,17.897,50.161366,-6.639689
DQ           ,19.957,19.729,19.254,19.18,19.174,50.225461,-7.273735
DC           ,20.084,19.863,19.948,20.104,20.089,50.284515,-7.008764
DA           ,19.448,19.254,19.46,19.617,19.699,50.356428,-6.244987
DA+M         ,17.459,17.644,17.726,17.137,16.48,50.402289,-0.275148
DA+M         ,17.459,17.644,17.726,17.137,16.48,50.402289,-0.275148
DA+M         ,17.459,17.644,17.726,17.137,16.48,50.402289,-0.275148
DA+M         ,17.459,17.644,17.726,17.137,16.48,50.402289,-0.275148
DA           ,20.231,19.906,20.01,20.224,20.559,50.405965,1.077039
DA           ,20.231,19.906,20.01,20.224,20.559,50.405965,1.077039
DA_auto      ,19.193,18.884,19.135,19.439,19.676,50.431206,-0.840474
DA_auto      ,18.339,17.962,17.976,18.028,18.202,50.460749,0.8868
DA_auto      ,18.339,17.962,17.976,18.028,18.202,50.460749,0.8868
DA_auto      ,18.339,17.962,17.976,18.028,18.202,50.460749,0.8868
DA_auto      ,18.339,17.962,17.976,18.028,18.202,50.460749,0.8868
DA_auto      ,18.339,17.962,17.976,18.028,18.202,50.460749,0.8868
DA           ,20.834,20.467,20.654,20.758,21.684,50.493382,-5.867761
DA           ,19.614,19.205,19.268,19.406,19.522,50.521738,-0.695466
DA           ,19.614,19.205,19.268,19.406,19.522,50.521738,-0.695466
DA           ,17.626,17.574,17.927,18.21,18.384,50.564989,-5.785395
DB:          ,19.869,20.014,20.225,20.468,20.784,50.592203,0.866641
DA_auto      ,20.746,20.099,20.151,20.232,20.58,50.60142,0.820203
DA_auto      ,20.746,20.099,20.151,20.232,20.58,50.60142,0.820203
DA           ,20.212,20.031,20.287,20.567,20.544,50.668246,-6.174416
DA           ,20.069,19.453,19.663,19.741,19.872,50.748028,-8.03244
DA_auto      ,20.907,20.42,20.471,20.649,20.574,50.753899,0.372601
DA_auto      ,20.907,20.42,20.471,20.649,20.574,50.753899,0.372601
DA           ,18.221,17.436,17.656,17.872,18.118,50.761938,0.09989
DA           ,18.221,17.436,17.656,17.872,18.118,50.761938,0.09989
DA           ,20.274,20.087,20.281,20.542,20.488,50.792984,-6.591371
DA           ,20.17,19.631,19.549,19.581,19.586,50.816994,-7.973398
DA           ,20.306,20.054,20.663,20.775,22.826,50.820856,-0.43688
DA_auto      ,20.253,19.771,19.631,19.641,19.541,50.925002,-0.413688
DA_auto      ,20.253,19.771,19.631,19.641,19.541,50.925002,-0.413688
DA           ,19.606,19.318,19.493,19.677,20.016,50.967689,-0.897908
DA           ,19.606,19.318,19.493,19.677,20.016,50.967689,-0.897908
DA_auto      ,20.803,20.313,20.528,20.699,20.943,50.982687,0.584085
DA_auto      ,20.803,20.313,20.528,20.699,20.943,50.982687,0.584085
DA           ,18.754,18.257,18.065,18.068,18.081,51.017966,-6.299079
DA+M         ,19.485,19.325,19.289,18.64,17.995,51.093285,-0.087792
DA+M         ,19.485,19.325,19.289,18.64,17.995,51.093285,-0.087792
DA+M         ,19.485,19.325,19.289,18.64,17.995,51.093285,-0.087792
DA+M         ,19.485,19.325,19.289,18.64,17.995,51.093285,-0.087792
DA+M         ,22.577,21.148,20.674,19.489,18.696,51.126009,0.319158
DA+M         ,22.577,21.148,20.674,19.489,18.696,51.126009,0.319158
DA           ,18.91,18.472,18.359,18.364,18.497,51.179233,-0.498923
DA           ,18.91,18.472,18.359,18.364,18.497,51.179233,-0.498923
DA+M         ,17.519,17.073,17.264,17.501,17.707,51.295192,-1.187301
DA+M         ,17.519,17.073,17.264,17.501,17.707,51.295192,-1.187301
DA+M         ,17.519,17.073,17.264,17.501,17.707,51.295192,-1.187301
DA+M         ,17.519,17.073,17.264,17.501,17.707,51.295192,-1.187301
DA           ,20.19,19.899,20.066,20.15,20.504,51.308601,-6.467485
DA           ,20.316,20.202,20.429,20.658,21.057,51.508717,-7.858404
DA+M         ,20.356,19.654,19.404,18.519,17.852,51.53323,1.172543
DA+M         ,20.356,19.654,19.404,18.519,17.852,51.53323,1.172543
DA           ,17.347,17.65,18.062,18.373,18.715,51.560381,-0.193948
DA           ,17.347,17.65,18.062,18.373,18.715,51.560381,-0.193948
DA           ,18.503,18.519,18.75,19.03,19.218,51.563913,0.039359
DA           ,18.503,18.519,18.75,19.03,19.218,51.563913,0.039359
DA           ,17.807,17.42,17.627,17.868,18.052,51.581039,0.304811
DA           ,17.807,17.42,17.627,17.868,18.052,51.581039,0.304811
DA_auto      ,19.24,18.817,18.92,19.104,19.195,51.616482,1.067855
DA_auto      ,19.24,18.817,18.92,19.104,19.195,51.616482,1.067855
DA+M         ,20.653,19.972,19.312,18.486,17.903,51.68012,-1.060561
DA+M         ,20.653,19.972,19.312,18.486,17.903,51.68012,-1.060561
DA_auto      ,20.38,20.042,20.25,20.421,20.475,51.770881,1.082055
DA_auto      ,20.38,20.042,20.25,20.421,20.475,51.770881,1.082055
DA+M         ,21.203,20.607,20.567,20.266,19.708,51.775382,-1.094075
DA           ,17.906,18.298,18.688,19.039,19.444,51.776105,-6.474585
DA           ,19.453,19.026,19.237,19.441,19.727,51.844778,-7.112332
DA           ,17.211,17.553,18.048,18.4,18.666,51.859411,-7.197211
DA_auto      ,18.329,17.816,18.001,18.193,18.428,51.864675,0.214609
DA_auto      ,18.329,17.816,18.001,18.193,18.428,51.864675,0.214609
DA_auto      ,20.634,20.049,19.908,19.859,19.951,51.877874,0.686425
DA           ,20.765,20.489,20.431,20.673,20.949,51.897385,-6.433532
DA           ,20.278,20.164,20.531,20.772,21.249,51.907402,-7.127034
DA_auto      ,20.199,19.794,19.748,19.807,19.863,51.927872,-0.47715
DB           ,18.972,18.906,19.125,19.281,19.521,51.928664,0.41749
DB           ,18.972,18.906,19.125,19.281,19.521,51.928664,0.41749
DA           ,20.172,19.664,19.788,19.958,19.963,51.978107,-6.703409
DA           ,18.018,17.546,17.436,17.409,17.502,51.982444,-6.601627
DA+M         ,20.421,19.443,18.616,17.453,16.874,51.992315,-0.370967
DA+M         ,20.421,19.443,18.616,17.453,16.874,51.992315,-0.370967
DA+M         ,19.048,18.04,17.127,16.195,15.583,52.178858,0.297114
DA+M         ,19.048,18.04,17.127,16.195,15.583,52.178858,0.297114
DA+M         ,19.048,18.04,17.127,16.195,15.583,52.178858,0.297114
DA+M         ,19.048,18.04,17.127,16.195,15.583,52.178858,0.297114
DA_auto      ,20.75,20.311,20.205,20.235,20.255,52.404094,-1.043183
DA           ,20.377,20.04,20.128,20.303,20.536,52.446275,1.013969
DA           ,20.377,20.04,20.128,20.303,20.536,52.446275,1.013969
DA           ,19.475,19.126,19.338,19.533,19.871,52.498202,-0.12573
DA           ,19.475,19.126,19.338,19.533,19.871,52.498202,-0.12573
DA           ,19.315,18.979,19.177,19.388,19.559,52.631145,0.415257
DA           ,19.315,18.979,19.177,19.388,19.559,52.631145,0.415257
DA           ,17.973,18.12,18.47,18.721,18.943,52.634673,0.047234
DA           ,17.973,18.12,18.47,18.721,18.943,52.634673,0.047234
DA_auto      ,18.69,18.467,18.718,18.963,19.253,52.76176,-0.307923
DA+M         ,18.12,18.065,17.824,17.056,16.443,52.883889,-0.914814
DA           ,16.183,16.432,16.876,17.245,17.497,52.891223,1.057725
DA           ,16.183,16.432,16.876,17.245,17.497,52.891223,1.057725
DA           ,16.183,16.432,16.876,17.245,17.497,52.891223,1.057725
DA           ,16.183,16.432,16.876,17.245,17.497,52.891223,1.057725
DB           ,19.866,19.929,20.261,20.55,20.935,52.905717,-6.741145
DAH          ,17.288,17.203,17.456,17.701,17.985,52.940388,0.754726
DB           ,20.059,20.157,20.412,20.5,20.987,52.941736,0.375682
DA           ,17.289,17.062,17.361,17.621,17.835,53.00202,-0.964587
DA           ,17.289,17.062,17.361,17.621,17.835,53.00202,-0.964587
DA:          ,19.843,19.362,19.238,19.239,19.314,53.018281,0.567379
DA:          ,19.843,19.362,19.238,19.239,19.314,53.018281,0.567379
DA_auto      ,18.817,18.859,19.149,19.503,19.758,53.023054,1.201872
DA_auto      ,19.954,19.616,19.74,19.948,20.334,53.037772,-0.221015
DA_auto      ,17.295,17.078,17.443,17.863,17.984,53.038573,1.122828
DQ           ,18.745,18.282,18.313,18.423,18.596,53.075956,-0.622933
DA           ,18.621,18.175,18.287,18.441,18.614,53.152513,-0.821787
DA           ,18.621,18.175,18.287,18.441,18.614,53.152513,-0.821787
DA           ,15.303,15.614,16.073,16.392,16.719,53.15359,-0.826928
DA           ,17.036,17.348,17.792,18.149,18.511,53.240328,-7.076384
DA+M         ,21.656,21.061,20.815,20.028,19.403,53.256291,-1.178346
DA           ,19.256,18.724,18.791,18.84,18.943,53.293497,-7.146288
DA_auto      ,20.217,19.839,19.622,19.55,19.66,53.325241,-0.907425
DB           ,19.8,19.759,19.833,20.056,20.262,53.33266,-0.600852
DB           ,19.8,19.759,19.833,20.056,20.262,53.33266,-0.600852
DB           ,19.8,19.759,19.833,20.056,20.262,53.33266,-0.600852
DBH          ,17.051,16.526,16.442,16.377,16.476,53.334935,0.122411
DA           ,20.693,20.101,20.264,20.532,20.321,53.349435,-7.469944
DA           ,19.183,18.736,18.938,19.082,19.342,53.5826,-6.423393
DA           ,19.192,18.901,19.143,19.375,19.705,53.605766,1.216177
DA           ,19.192,18.901,19.143,19.375,19.705,53.605766,1.216177
DA           ,19.642,19.24,19.487,19.682,19.859,53.615064,-7.256872
DA           ,19.833,19.048,18.684,18.546,18.567,53.634366,-1.100276
DC           ,20.006,19.952,19.979,20.196,20.411,53.68694,-1.214986
DB           ,20.132,20.075,20.25,20.393,20.451,53.9287,1.261681
DA+M         ,18.304,17.999,17.953,17.134,16.488,53.952412,0.642269
DA+M         ,18.304,17.999,17.953,17.134,16.488,53.952412,0.642269
DA           ,20.336,19.92,19.97,20.102,20.466,54.089968,-0.48123
DA           ,20.336,19.92,19.97,20.102,20.466,54.089968,-0.48123
DA           ,17.953,18.219,18.621,18.963,19.416,54.091732,-0.029647
DA           ,17.953,18.219,18.621,18.963,19.416,54.091732,-0.029647
DA           ,17.953,18.219,18.621,18.963,19.416,54.091732,-0.029647
DA           ,17.953,18.219,18.621,18.963,19.416,54.091732,-0.029647
DA           ,18.345,17.921,17.991,18.186,18.341,54.201428,-0.109542
DA           ,18.345,17.921,17.991,18.186,18.341,54.201428,-0.109542
DA           ,20.121,19.835,20.05,20.285,20.566,54.211784,-6.315079
DA+M         ,20.069,19.494,19.239,18.286,17.495,54.233841,-0.791079
DA           ,20.644,20.179,20.43,20.703,21.485,54.29373,-6.583771
DA           ,20.434,20.267,20.705,20.794,21.489,54.298225,0.66453
DA           ,20.434,20.267,20.705,20.794,21.489,54.298225,0.66453
DA           ,19.641,19.18,19.267,19.391,19.535,54.457661,0.979645
DA           ,20.376,20.135,20.292,20.599,20.572,54.465205,-6.341872
DA:          ,19.806,19.572,19.707,19.88,20.066,54.51835,0.461223
DA+M         ,20.259,19.928,19.294,18.56,18.16,54.531824,-0.1209
DA+M         ,20.259,19.928,19.294,18.56,18.16,54.531824,-0.1209
DA_auto      ,21.439,20.468,20.443,20.734,20.637,54.570735,-0.613513
DA_auto      ,20.515,19.841,19.565,19.484,19.632,54.723673,0.039988
DA_auto      ,20.515,19.841,19.565,19.484,19.632,54.723673,0.039988
DA_auto      ,19.667,19.695,19.969,20.226,20.187,54.748321,0.767598
DA           ,20.049,19.894,20.237,20.492,20.413,54.806574,0.160311
DA           ,20.049,19.894,20.237,20.492,20.413,54.806574,0.160311
DA           ,19.989,19.906,20.221,20.49,20.904,54.900139,-0.240173
DA           ,19.989,19.906,20.221,20.49,20.904,54.900139,-0.240173
DC           ,20.602,20.29,20.305,20.341,20.779,54.915292,0.261077
DA           ,19.825,20.012,20.311,20.653,20.61,54.952886,-6.944644
DA           ,19.154,18.71,18.743,18.83,18.98,55.003528,-0.715864
DA           ,19.154,18.71,18.743,18.83,18.98,55.003528,-0.715864
DA           ,19.154,18.71,18.743,18.83,18.98,55.003528,-0.715864
DA_auto      ,20.672,20.205,19.996,20.059,20.046,55.02708,-1.252665
DA           ,19.368,18.895,18.691,18.686,18.761,55.158988,-7.669698
DA           ,17.736,17.21,17.092,17.015,17.158,55.161502,-0.495891
DA           ,17.736,17.21,17.092,17.015,17.158,55.161502,-0.495891
DA           ,17.736,17.21,17.092,17.015,17.158,55.161502,-0.495891
DA_auto      ,20.661,20.238,20.398,20.575,20.6,55.166278,-0.88716
DA           ,18.706,18.231,18.399,18.563,18.733,55.183796,1.106082
DA           ,18.706,18.231,18.399,18.563,18.733,55.183796,1.106082
DO           ,17.47,17.832,18.24,18.568,18.791,55.255803,0.898023
DO           ,17.47,17.832,18.24,18.568,18.791,55.255803,0.898023
DA           ,19.81,19.666,19.959,20.257,20.333,55.428167,-0.49274
DA           ,19.81,19.666,19.959,20.257,20.333,55.428167,-0.49274
DA           ,19.32,18.926,19.147,19.361,19.576,55.451722,-6.083871
DB           ,18.113,18.254,18.551,18.836,19.108,55.470979,-5.818303
DA_auto      ,20.462,20,19.922,19.951,19.833,55.490698,-1.088944
DApec        ,19.392,18.996,19.364,19.76,19.167,55.589829,0.896017
DO           ,17.287,17.651,18.114,18.479,18.8,55.615108,-7.370346
DAB          ,16.617,16.48,16.675,16.93,17.143,55.6249,0.404899
DA+M         ,20.271,19.445,18.632,17.574,16.923,55.658255,1.149526
DA           ,20.417,20.157,20.338,20.587,20.507,55.669323,-7.584447
DA           ,19.856,19.561,19.834,20.132,20.329,55.695734,-5.337089
DA_auto      ,20.809,20.499,20.584,20.736,21.158,55.698143,0.039291
DA           ,20.52,20.388,20.727,20.924,21.354,55.72576,-0.014127
DA           ,20.52,20.388,20.727,20.924,21.354,55.72576,-0.014127
DA:          ,20.315,19.853,19.645,19.627,19.705,55.742205,-0.351117
DA:          ,20.315,19.853,19.645,19.627,19.705,55.742205,-0.351117
DA           ,18.282,17.862,17.932,18.065,18.245,55.74258,-5.228627
DAH          ,19.505,19.467,19.6,19.819,19.927,55.784084,-6.690936
DA           ,19.044,18.698,18.965,19.218,19.46,55.789598,-6.142244
DA:+sdK:     ,19.791,19.417,19.01,18.712,18.533,55.864705,-7.534271
DC           ,19.64,19.563,19.721,19.874,20.023,56.00562,-0.205836
DA           ,18.274,17.856,17.826,17.984,18.092,56.040355,-0.232841
DA           ,18.274,17.856,17.826,17.984,18.092,56.040355,-0.232841
WD+M         ,21.965,21.247,20.264,18.45,17.598,56.103019,-1.200301
DA           ,16.527,16.777,17.231,17.546,17.867,56.117797,-0.637249
DA           ,16.527,16.777,17.231,17.546,17.867,56.117797,-0.637249
DA           ,17.569,17.588,17.958,18.25,18.649,56.16481,-6.27286
DA_auto      ,19.904,19.421,19.483,19.592,19.657,56.165852,-0.908414
DA           ,19.478,19.009,19.175,19.369,19.519,56.267572,-0.603735
DA           ,19.478,19.009,19.175,19.369,19.519,56.267572,-0.603735
DAH          ,19.059,18.625,18.489,18.508,18.528,56.296242,0.578924
DAH          ,19.059,18.625,18.489,18.508,18.528,56.296242,0.578924
DAH          ,19.059,18.625,18.489,18.508,18.528,56.296242,0.578924
DA           ,19.16,18.642,18.559,18.534,18.624,56.415497,-6.696277
DA           ,18.738,18.314,18.246,18.27,18.326,56.471962,-6.855083
DA           ,19.382,19.057,19.154,19.267,19.407,56.633265,-6.867585
DA           ,19.705,19.145,19.126,19.149,19.163,56.733519,-6.033818
DB           ,19.105,19.042,19.188,19.359,19.627,56.924815,1.139948
DA+M         ,19.876,19.62,19.592,18.954,18.365,57.129516,-6.233494
DAO          ,15.153,15.494,15.917,16.236,16.498,57.13056,0.771195
PG1159       ,17.246,17.657,17.967,18.273,18.493,57.322533,-0.988674
DA_auto      ,20.151,19.647,19.589,19.583,19.617,57.341642,0.921834
DA:+M:       ,22.014,21.235,21.129,20.555,19.911,57.656394,-6.505468
DA+M         ,19.937,19.825,19.8,19.481,19.018,58.233812,-0.144925
DA           ,16.893,17.058,17.45,17.749,18.044,58.810551,-4.825059
DB           ,18.7,18.73,18.964,19.195,19.266,59.072909,-6.519336
DA           ,18.991,18.538,18.763,18.971,19.216,59.392097,-6.114733
DA           ,20.066,19.559,19.342,19.313,19.321,59.502864,-7.051836
DA+M:        ,19.067,18.754,18.966,19.193,19.364,60.302697,-5.016442
DA           ,20.364,19.951,19.909,19.988,19.934,60.57708,-5.753051
DA           ,18.819,18.944,19.296,19.621,20.056,61.071715,-5.702737
DA           ,20.22,19.787,19.766,19.868,19.949,61.141413,-4.890777
DA           ,18,17.554,17.541,17.592,17.698,61.241615,-5.390043
DAE          ,20.646,20.214,20.117,20.14,20.37,61.854308,-5.862683
DA           ,20.565,20.297,20.521,20.663,20.933,62.007034,-4.350142
DA:          ,18.645,18.509,18.702,18.854,19.154,62.217626,-4.917982
DB_A:        ,19.042,19.307,19.688,19.964,20.136,62.22751,-4.565178
DA           ,20.361,20.072,20.152,20.273,20.341,62.543618,-6.007493
DC           ,20.093,19.875,19.777,19.825,20.03,62.546409,-5.446738
DA           ,18.89,18.532,18.708,18.873,19.165,62.691478,-6.095275
DA           ,18.57,18.896,19.246,19.382,19.32,62.723478,-6.507707
DA           ,19.991,19.618,19.874,20.047,20.259,62.772692,-5.849382
DA           ,20.538,20.133,20.284,20.393,20.866,62.926167,-6.241978
DZ           ,20.46,20.338,20.391,20.514,20.53,62.941239,-5.813464
DA           ,20.175,19.841,19.951,20.015,20.682,63.013911,-5.067287
DZ:          ,19.262,19.177,19.3,19.51,19.486,63.038834,-5.675288
DA_auto      ,        ,        ,        ,        ,        ,70.51811,-0.13666
DA_auto      ,        ,        ,        ,        ,        ,70.60101,-0.38266
DB           ,        ,        ,        ,        ,        ,71.01878,0.04863
DA_auto      ,        ,        ,        ,        ,        ,71.05914,-0.93764
DA_auto      ,        ,        ,        ,        ,        ,71.17251,-0.52816
DA_auto      ,        ,        ,        ,        ,        ,71.1762,0.85828
DA_auto      ,        ,        ,        ,        ,        ,71.1774,0.44313
DB:          ,        ,        ,        ,        ,        ,71.21112,-1.16
DA_auto      ,        ,        ,        ,        ,        ,71.38929,-0.01825
DA_auto      ,        ,        ,        ,        ,        ,71.57722,-0.24717
DA_auto      ,        ,        ,        ,        ,        ,71.59936,1.19333
DA_auto      ,        ,        ,        ,        ,        ,71.71684,0.88237
DA_auto      ,        ,        ,        ,        ,        ,71.75748,-0.15396
DA_auto      ,        ,        ,        ,        ,        ,71.84538,0.78316
DA+M         ,        ,        ,        ,        ,        ,71.85149,0.36378
DA_auto      ,        ,        ,        ,        ,        ,71.95041,1.12867
DA_auto      ,        ,        ,        ,        ,        ,71.99474,0.96886
DA_auto      ,        ,        ,        ,        ,        ,71.99706,-0.79312
DA_auto      ,        ,        ,        ,        ,        ,72.08141,0.30392
DA_auto      ,        ,        ,        ,        ,        ,72.09077,1.19382
DA+M         ,        ,        ,        ,        ,        ,72.10126,-1.21161
DA_auto      ,        ,        ,        ,        ,        ,72.20211,-0.12824
DA_auto      ,        ,        ,        ,        ,        ,72.30198,-0.35427
DC:          ,        ,        ,        ,        ,        ,72.35439,-0.33751
